uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"2cee8fe4-77f1-46fd-b0fd-750f96efc128","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03979",,"ok","single bole tree","Live",12.8,130,"noChange",10.9,,,,3.6,3.4,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"a5fcc0eb-2695-4a34-a237-d0c0e2b32aa5","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.03186","1","ok","small shrub","Live",,,"noChange",0.5,0.2,,,0.6,0.3,"Mostly shaded","ellipsoid or sphere",1.3,10,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"d3c9ff07-702c-4d2b-9d5d-c5f15f595453","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00796","1","ok","small tree","Live",2.1,130,"noChange",3.6,,,,2.0,1.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"7eef524c-95a8-40c6-826a-549d982acb86","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00015","1","ok","sapling","Live, physically damaged",,,"noChange",2.6,,,,,,"Mostly shaded",,3.2,10,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"ae01ae41-3155-4342-8784-bd350c5be523","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.01975","1","ok","single bole tree","Live",15.2,134,"branchGrowth",9.5,,,,5.5,3.9,"Partially shaded",,,,,,,,,,,,,,"Moved stem diameter measurement height for branch","0000-0002-4816-2610","0000-0003-2593-761X",
"52de0b58-7673-4cff-a7ae-b17c9b09c70a","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00883","1","ok","small tree","Live",2.5,130,"noChange",4.7,,,,3.3,2.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"07bedc68-4611-4f31-b2b6-211c10d57d50","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03167","1","ok","small shrub","Live",,,"noChange",1.2,0.5,,,0.8,0.7,"Partially shaded","ellipsoid or sphere",1.3,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"16e7118b-81db-4645-a04e-658ea0c94296","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00277","3","ok","small tree","Live",3.9,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"2df7dde2-8647-4662-909c-4f24ed380157","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00881","1","ok","single shrub","Live",1.7,130,"noChange",4.1,,,,1.8,1.0,"Mostly shaded","inverted cone",2.5,10,0.07,0.04,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"cf682a71-4ffc-46c3-b13e-aa2867d42569","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00884","1","ok","small tree","Live",2.2,130,"noChange",4.3,,,,2.8,1.6,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"34ee0dc9-fc64-4391-ab81-155de5555259","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00040","1","ok","single bole tree","Live",16.1,140,"branchGrowth",10.8,,,,5.0,4.5,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"a3d6af63-baed-469c-8c4a-27bf1b33ebe6","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00749","1","ok","small tree","Live,  other damage",1.4,130,"noChange",1.3,,,,2.5,1.1,"Full shade",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"0b922e7a-9d1a-42b1-832f-228f8fe9eb18","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.02592","1","ok","small shrub","Live",,,"noChange",0.6,,,,0.8,0.6,"Partially shaded","half-sphere",1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"244416be-40f2-41f7-a22d-31ce344acadf","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00047","1","ok","small shrub","Live",,,"noChange",1.2,0.3,,,1.1,0.2,"Mostly shaded","ellipsoid or sphere",1.4,10,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"aeef9c70-9940-4477-9031-918a70b5929a","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00903","5","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"inverted cone",1.0,10,0.17,0.15,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"fc3e19f4-8103-4b8e-b5a8-a311f5d8f8f0","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00776","1","ok","sapling","Live",,,"noChange",1.6,,,,,,"Full shade",,2.4,10,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"6e70f2b0-c9f8-41d1-aaba-2e3511627dbc","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00902","1","ok","single shrub","Live",1.9,130,"noChange",4.3,,,,2.3,1.5,"Full shade","inverted cone",2.3,10,0.07,0.05,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"7935838c-5046-45b0-ad8a-253f48560b3a","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00876","1","ok","small tree","Live",2.4,130,"noChange",4.9,,,,3.3,3.0,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"9b00f9d8-9e7b-4e46-8bff-943acb46207f","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.05031","1","ok","small shrub","Live",,,"noChange",0.9,,,,0.9,0.6,"Mostly shaded","half-sphere",1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"aaed72fd-d03e-4036-8cde-abb1e2b75066","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03620","1","ok","small shrub","Live",,,"noChange",0.8,0.4,,,0.7,0.4,"Partially shaded","ellipsoid or sphere",1.2,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"32a88874-a230-4442-876b-6fe2ac7dfb73","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.09082","1","ok","single bole tree","Live",10.4,130,"noChange",8.6,,,,3.4,3.2,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"e5f2cf1f-8d5a-4a9f-9e5f-9764cc66bb0e","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00909",,"ok","single bole tree","Live",15.5,120,"noChange",10.9,,,,4.5,4.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"8aadd2a7-88fb-4c2e-9cc1-dc08083f6124","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03386",,"ok","single bole tree","Live",12.5,130,"noChange",9.7,,,,4.0,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"f56901a3-550a-48b8-a072-b76667fbb57e","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00754","1","ok","small tree","Live,  other damage",1.2,130,"noChange",2.6,,,,1.7,0.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"9adbdd07-7130-4448-a84b-e8a4610f5115","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.07469","1","ok","single bole tree","Live",11.3,130,"noChange",9.6,,,,3.7,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"b9e66afd-147d-42a7-a3b2-02a35061df1f","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03617","1","ok","small shrub","Live",,,"noChange",1.5,0.6,,,0.7,0.6,"Full shade","ellipsoid or sphere",1.0,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"098d8993-7387-41cd-a299-06ae16873a3b","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00056","1","ok","small tree","Live",3.5,134,"noChange",3.8,,,,2.1,1.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"eab2b82f-c37f-4b32-9176-a42a9d2991d3","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00174","1","ok","small shrub","Standing dead",,,"noChange",0.9,0.4,,,1.0,0.3,"Full shade","ellipsoid or sphere",1.3,10,,,,,,,,,,,"No leaves","0000-0001-9521-413X","0000-0002-2759-254X",
"c6328c82-ef73-4e38-af4d-34d0381f39e3","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00877","1","ok","sapling","Live,  other damage",,,"noChange",1.7,,,,,,"Full shade",,1.2,10,,,,,,,,,,,"Stem dead at top and no leaves","0000-0002-4816-2610","0000-0003-2593-761X",
"6bfcec16-e6c1-4a05-9f53-9114f1746f97","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.02541","1","ok","single bole tree","Live",14.1,130,"noChange",9.3,,,,4.7,4.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"5042f350-ac92-4c57-bf3d-bfb8c84c5494","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.07388","1","ok","single bole tree","Live",11.1,130,"noChange",9.2,,,,3.7,3.5,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"35946b01-2da5-4187-b353-6d2e395ee908","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.04799","1","ok","small shrub","Live",,,"noChange",0.6,0.2,,,0.7,0.3,"Partially shaded","ellipsoid or sphere",1.1,10,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"8467fdf8-7a71-49ea-ad4c-7c3416a1904c","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.01654","1","ok",,"Lost, fate unknown",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"daa1b80b-1d9b-48ef-ac8a-4fc07b2ed4a0","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00799","1","replaced","sapling","Live, physically damaged",,,"noChange",1.0,,,,,,"Full shade",,2.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"867bcba7-22e8-4c52-87e6-5e76eccaeb4b","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00791","1","ok","small tree","Live",1.5,130,"noChange",2.6,,,,1.3,1.0,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"2b19b20f-1d10-46ef-9693-74939c2cf16f","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03160","1","ok","sapling","Live,  other damage",,,"noChange",2.8,,,,,,"Mostly shaded",,1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"5c4cea77-56c6-456e-bc8d-bbd04ebc5a0c","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.01653",,"ok","single bole tree","Live",15.1,135,"noChange",10.6,,,,3.8,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"29b259bb-ae46-4182-9e03-a3576339bca2","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.03590","1","ok","single bole tree","Live",11.1,130,"noChange",8.1,,,,3.8,3.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"732887ed-7efd-44c0-b688-3399e33f7520","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00780","1","ok","sapling","Dead, broken bole",,,"noChange",0.7,,0.7,2.9,,,"Full shade",,3.3,10,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"070d6f92-147a-4a85-a941-676e4e6b2efb","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03170",,"ok","single bole tree","Live",13.3,130,"noChange",11.8,,,,4.1,3.8,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"5f6b7d0e-dc33-4134-92dc-aec11eb03f51","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00023","1","ok","single bole tree","Live",39.2,130,"noChange",27.9,,,,5.9,4.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"ef4b5f31-ca2f-4552-b0ee-d76a3e47a7bb","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.03097","1","ok","single bole tree","Live",13.1,130,"noChange",9.7,,,,4.5,4.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"15209d24-93cc-4575-96eb-01a1c5f00696","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00756",,"ok","single bole tree","Live",10.3,130,"noChange",7.3,,,,3.9,3.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"eca0c21e-03ad-41d4-9b57-e446a0da5c1a","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.01509","1","ok","single bole tree","Live",13.7,130,"noChange",11.3,,,,4.7,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"ceafe5a3-6639-4995-a649-6952a15c3b40","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.01850","1","ok","single bole tree","Live, broken bole",12.4,130,"noChange",6.0,,6.0,8.0,4.0,3.4,"Mostly shaded",,,,,,,,,,,,,,"Broken bole","0000-0001-9521-413X","0000-0002-2759-254X",
"2ddc69f7-b208-4ca3-831c-e619abecd669","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.09085","1","ok","single bole tree","Lost, burned",12.0,130,"noChange",10.3,,,,4.2,4.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"39db2231-fa62-45d0-8c68-41654ac4321a","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00277","6","ok","small tree","Live",3.7,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"e59b8f27-4f58-47be-8cbb-c474c2683657","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.02595","1","ok","sapling","Live",,,"noChange",2.1,,,,,,"Full shade",,1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"8cd4dd25-c0cd-4946-81d9-ec68074b52d4","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00277","5","ok","small tree","Live",3.3,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"d21e5ff8-bfbb-433e-8d1d-761156843ad8","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00770","1","ok","sapling","Live",,,"noChange",2.1,,,,,,"Partially shaded",,2.0,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"6b34c451-8e83-4b14-8b37-fdc0d64bdf06","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.05030",,"ok","single bole tree","Live",10.2,130,"noChange",8.4,,,,4.2,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"fe27f6ae-20e8-4868-97eb-94b31c54005d","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03382","1","ok","single bole tree","Live",13.0,130,"noChange",10.4,,,,3.9,3.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"1ef1a877-b822-44ca-a57e-a94cb59bd079","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00277","4","ok","small tree","Live",3.2,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"b87862fb-dd7d-4d6d-bff9-947e4edd33b1","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00880","1","ok","small tree","Live",1.7,130,"noChange",4.0,,,,1.2,0.8,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"5809d8ba-0e03-4857-90a7-f4a6a66ca0e1","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.07192","1","ok","multi-bole tree","Live",10.5,166,"noChange",9.3,,,,4.2,3.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"461fdc89-b595-46ad-a643-59b10c761f7c","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03612",,"ok","single bole tree","Live",11.7,130,"noChange",9.9,,,,3.8,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"67f76b7d-1e8b-453e-88f4-e696e4324c1b","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03614",,"ok","single bole tree","Live",12.0,140,"deformityGrowth",8.6,,,,3.2,2.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"cb43fef0-b6da-4aef-a2c7-b7f93ef96bb5","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.01815","1","ok","small shrub","Live",,,"noChange",0.8,,,,0.7,0.6,"Partially shaded","inverted cone",1.2,10,0.04,0.04,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"5f91b0ae-9e95-4047-93c0-c2942b436bd9","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03165","1","ok","small shrub","Live",,,"noChange",1.5,,,,1.5,0.7,"Mostly shaded","oblate half-sphere",1.3,10,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"1a279945-ac03-49ae-9055-5d5db843b28c","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.01835","1","ok","small shrub","Live",,,"noChange",0.5,0.2,,,0.6,0.5,"Mostly shaded","ellipsoid or sphere",1.3,10,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"04307399-3d05-45f1-ae2d-d6e292b1d045","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00908","1","ok","small tree","Live",1.8,130,"noChange",3.0,,,,1.8,1.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"04b925f7-0639-4bbb-b14f-d756a94aa54e","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00025","1","ok","single bole tree","Live",35.7,130,"noChange",33.2,,,,5.6,4.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"021af956-1225-4d47-ab39-b12e8e244dff","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00276","1","ok","small tree","Live",1.7,130,"noChange",4.0,,,,0.7,0.5,"Full shade",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"ca3ab000-b549-48ed-ad7a-f077f7544424","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.03613",,"ok","single bole tree","Live",12.0,130,"noChange",9.1,,,,4.7,4.4,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"cdf5dfe2-4aec-46aa-98a4-9cd41c054e4b","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00797","1","ok","small tree","Live",5.0,130,"noChange",6.5,,,,2.8,1.2,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"73e5dc3d-a82b-4785-a9f6-306f52ca72fa","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00032","1","ok","small tree","Standing dead",5.3,130,"noChange",2.3,,,,4.5,1.4,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"5108a276-983b-4821-b9af-a8a38251f8dd","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.01709","1","ok","small shrub","Live",,,"noChange",0.7,0.2,,,0.8,0.6,"Mostly shaded","ellipsoid or sphere",1.4,10,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"fc61622c-18e8-4909-aa21-eb6ded2126fd","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00905","1","ok","small shrub","Standing dead",,,"noChange",0.9,,,,1.0,0.4,"Full shade","inverted cone",2.1,10,0.05,0.05,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"4eab2688-9a0a-4f5a-997b-5e736bf0f1e5","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.00041","1","ok","single bole tree","Live",17.2,124,"noChange",9.5,,,,5.1,4.4,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9521-413X","0000-0002-2759-254X",
"bd1243dd-a986-47f4-b491-818f6ba07274","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073","NEON.PLA.D16.ABBY.03585","1","ok","single bole tree","Live",11.9,130,"noChange",7.1,,,,4.1,4.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-9713-5304","0000-0002-7203-5072",
"62f37642-5bd8-41c9-a917-f836ed0e0750","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.09751","1",,"single bole tree","Live",10.3,130,"noChange",9.3,,,,4.2,3.2,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"33dc01af-1888-43e8-a331-c23cb050f042","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00379","1","ok",,"Lost, fate unknown",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0003-0562-3007",
"48cb8e59-8fbf-4a1b-9962-3164d557fa30","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00279","1","ok","single bole tree","Live",15.2,130,"noChange",9.5,,,,4.9,4.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
"dc7ec6f7-2020-48bd-a1ad-d0442c72c22b","ABBY_062.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_062","NEON.PLA.D16.ABBY.00794","1","ok","small tree","Live",1.5,130,"noChange",2.6,,,,1.1,1.0,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-4816-2610","0000-0003-2593-761X",
