"","taxonID","plotID","individualID","tempStemID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","dendrometerInstallationDate","initialGapMeasurementDate","initialBandStemDiameter","initialDendrometerGap","dendrometerHeight","dendrometerGap","dendrometerCondition","bandStemDiameter","remarks.x","recordedBy","measuredBy","dataQF","uid.y","namedLocation.y","date.y","eventID.y","domainID.y","siteID.y","plotID.y","subplotID","nestedSubplotID","pointID","stemDistance","stemAzimuth","recordType","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion.x","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks.y","measuredBy.y","recordedBy.y","dataQF.y","status","c.w","tree.date","species","SpeciesJenkins","FIACode","FVSCode","PlantsSymbol","CommonName","ScientificName","allom.key","allom.name","allom.region","allom.model","d.stem.max","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","key.x","uid","namedLocation","date","domainID","siteID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","easting","northing","utmZone","elevation","elevationUncertainty","samplingImpractical","eventID","eventType","dataCollected","subplotsSampled","samplingProtocolVersion.y","targetTaxaPresent","woodyTargetTaxaPresent","nonWoodyTargetTaxaPresent","treesPresent","treesAbsentList","shrubsPresent","shrubsAbsentList","lianasPresent","lianasAbsentList","nestedSubplotAreaShrubSapling","nestedSubplotAreaLiana","totalSampledAreaTrees","totalSampledAreaShrubSapling","totalSampledAreaLiana","remarks.y.y","l.date","l.project","key.y"
"51","PSMEM","ABBY_070","NEON.PLA.D16.ABBY.00679",NA,"ok","single bole tree","Live",13.3,150,"noChange",9.8,NA,NA,NA,5.2,4.8,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-7203-5072","0000-0003-0562-3007",NA,"7b353e06-0745-4932-a3c5-9c5d60629a30","ABBY_070.basePlot.vst","2015-07-29","vst_ABBY_2015","D16","ABBY","ABBY_070",39,1,49,7.1,239.7,"","","","NEON.DOC.000987vE","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","updated taxonID from PSME to PSMEM","kzias@field-ops.org","shiebert@neoninc.org",NA,1,5,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_070_vst_ABBY_2020","8b88ad30-ba5a-4e07-ac8d-2be764c6c3e0","ABBY_070.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.761334,-122.330793,"WGS84",20.1,552040.56,5067748.36,"10N",363.1,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_070_vst_ABBY_2020"
"52","PSMEM","ABBY_062","NEON.PLA.D16.ABBY.00281",1,"ok","single bole tree","Live",16.4,135,"protocolChange",10.8,NA,NA,NA,5.2,4.9,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moved stem diameter measurement height from 123. 135 to avoid captive tag","0000-0002-4816-2610","0000-0003-2593-761X",NA,"2ceb9d16-5e95-4d67-b9b5-dd9dd8f56595","ABBY_062.basePlot.vst","2016-10-19","vst_ABBY_2016","D16","ABBY","ABBY_062",39,NA,41,9.5,327.8,"","","","NEON.DOC.000987vE","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","vschmitt@field-ops.org","ndeweese@field-ops.org",NA,1,5.05,2020-09-25,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_062_vst_ABBY_2020","d6adf231-ed45-4c9b-88de-dbdc6282aaa1","ABBY_062.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.763476,-122.328069,"WGS84",20.1,552250.39,5067988.12,"10N",342.2,0.2,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","39 | 41","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,25,"noneSelected",800,100,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_062_vst_ABBY_2020"
"53","PSMEM","ABBY_061","NEON.PLA.D16.ABBY.03762",NA,"ok","single bole tree","Live",13.5,130,"noChange",9.7,NA,NA,NA,4.5,4.3,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0003-0562-3007","0000-0001-8510-4041",NA,"033c64b1-a839-43d9-b92e-803748c46972","ABBY_061.basePlot.vst","2018-07-31","vst_ABBY_2018","D16","ABBY","ABBY_061",21,NA,23,4.3,334.1,"","","","NEON.DOC.000987vG","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","Jzemaitis@battelleecology.org","ccordell@battelleecology.org",NA,1,4.4,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_061_vst_ABBY_2020","11747686-bb34-4a45-8b5c-ce1766d6d657","ABBY_061.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762451,-122.331158,"WGS84",20.1,552011.14,5067872.22,"10N",362.8,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_061_vst_ABBY_2020"
"54","PSMEM","ABBY_061","NEON.PLA.D16.ABBY.00718",NA,"ok","single bole tree","Live",16.2,130,"noChange",11.4,NA,NA,NA,4.5,4.3,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0003-0562-3007","0000-0001-8510-4041",NA,"e6758e73-a709-45dd-9d77-4cc52436c0d9","ABBY_061.basePlot.vst","2015-07-29","vst_ABBY_2015","D16","ABBY","ABBY_061",21,4,41,4.7,233.6,"","","","NEON.DOC.000987vE","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","krian@neoninc.org","lwade@field-ops.org",NA,1,4.4,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_061_vst_ABBY_2020","11747686-bb34-4a45-8b5c-ce1766d6d657","ABBY_061.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762451,-122.331158,"WGS84",20.1,552011.14,5067872.22,"10N",362.8,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_061_vst_ABBY_2020"
"55","PSMEM","ABBY_061","NEON.PLA.D16.ABBY.03760",NA,"ok","single bole tree","Live",14,130,"noChange",10,NA,NA,NA,4.8,4.4,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-7203-5072","0000-0001-9521-413X",NA,"1b57f325-0f6e-422c-878a-eaea7a133563","ABBY_061.basePlot.vst","2018-07-31","vst_ABBY_2018","D16","ABBY","ABBY_061",21,NA,39,6,96.4,"","","","NEON.DOC.000987vG","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","Jzemaitis@battelleecology.org","ccordell@battelleecology.org",NA,1,4.6,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_061_vst_ABBY_2020","11747686-bb34-4a45-8b5c-ce1766d6d657","ABBY_061.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762451,-122.331158,"WGS84",20.1,552011.14,5067872.22,"10N",362.8,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_061_vst_ABBY_2020"
"56","PSMEM","ABBY_070","NEON.PLA.D16.ABBY.00668",NA,"ok","single bole tree","Live",15.9,130,"noChange",8.3,NA,NA,NA,5.3,4.9,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-7203-5072","0000-0003-0562-3007",NA,"fbf20993-33ee-4f75-b4b7-47d3f49bee73","ABBY_070.basePlot.vst","2015-07-29","vst_ABBY_2015","D16","ABBY","ABBY_070",39,3,57,5.4,147.7,"","","","NEON.DOC.000987vE","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","updated taxonID from PSME to PSMEM","ccordell@battelleecology.org","jschempf@battelleecology.org",NA,1,5.1,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_070_vst_ABBY_2020","8b88ad30-ba5a-4e07-ac8d-2be764c6c3e0","ABBY_070.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.761334,-122.330793,"WGS84",20.1,552040.56,5067748.36,"10N",363.1,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_070_vst_ABBY_2020"
"57","PSMEM","ABBY_070","NEON.PLA.D16.ABBY.03087",NA,"ok","single bole tree","Live",15.3,130,"noChange",10.5,NA,NA,NA,4.6,4,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-7203-5072","0000-0003-0562-3007",NA,"1eaf98bf-ba52-4c91-9d10-9a79fc10a22e","ABBY_070.basePlot.vst","2018-07-31","vst_ABBY_2018","D16","ABBY","ABBY_070",39,NA,59,4.9,189.5,"","","","NEON.DOC.000987vG","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","klazarus@battelleecology.org","ccordell@battelleecology.org",NA,1,4.3,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_070_vst_ABBY_2020","8b88ad30-ba5a-4e07-ac8d-2be764c6c3e0","ABBY_070.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.761334,-122.330793,"WGS84",20.1,552040.56,5067748.36,"10N",363.1,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_070_vst_ABBY_2020"
"58","PSMEM","ABBY_061","NEON.PLA.D16.ABBY.03764",NA,"ok","single bole tree","Live,  other damage",13.5,130,"noChange",9.3,NA,NA,NA,3.7,3.6,"Mostly shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oozing sap","0000-0003-0562-3007","0000-0001-8510-4041",NA,"7b2e8039-f39b-4929-8835-1136d4dc5b33","ABBY_061.basePlot.vst","2018-07-31","vst_ABBY_2018","D16","ABBY","ABBY_061",21,NA,31,6,162,"","","","NEON.DOC.000987vG","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","Jzemaitis@battelleecology.org","ccordell@battelleecology.org",NA,1,3.65,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_061_vst_ABBY_2020","11747686-bb34-4a45-8b5c-ce1766d6d657","ABBY_061.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762451,-122.331158,"WGS84",20.1,552011.14,5067872.22,"10N",362.8,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_061_vst_ABBY_2020"
"59","PSMEM","ABBY_070","NEON.PLA.D16.ABBY.00733",NA,"ok","single bole tree","Live",17.4,130,"noChange",10.2,NA,NA,NA,5.4,5,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-2759-254X","0000-0001-9521-413X",NA,"fcfa2454-320c-4181-82bf-14d315553823","ABBY_070.basePlot.vst","2015-07-29","vst_ABBY_2015","D16","ABBY","ABBY_070",21,4,41,7.6,236.7,"","","","NEON.DOC.000987vE","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","stem now qualifies to be mapped according to 2016 bout data; updated taxonID from PSME to PSMEM; mapped on 20170926","lwade@field-ops.org","krian@neoninc.org",NA,1,5.2,2020-09-24,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_070_vst_ABBY_2020","8b88ad30-ba5a-4e07-ac8d-2be764c6c3e0","ABBY_070.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.761334,-122.330793,"WGS84",20.1,552040.56,5067748.36,"10N",363.1,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_070_vst_ABBY_2020"
"60","PSMEM","ABBY_062","NEON.PLA.D16.ABBY.03383",1,"ok","single bole tree","Live",13.4,130,"noChange",9,NA,NA,NA,4.7,4.5,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-4816-2610","0000-0003-2593-761X",NA,"37d72086-f6ca-47a5-9c2f-21fb91795f60","ABBY_062.basePlot.vst","2018-07-26","vst_ABBY_2018","D16","ABBY","ABBY_062",39,NA,41,7.1,318.7,"","","","NEON.DOC.000987vG","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","klazarus@battelleecology.org","kwells@battelleecology.org",NA,1,4.6,2020-09-25,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_062_vst_ABBY_2020","d6adf231-ed45-4c9b-88de-dbdc6282aaa1","ABBY_062.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.763476,-122.328069,"WGS84",20.1,552250.39,5067988.12,"10N",342.2,0.2,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","39 | 41","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,25,"noneSelected",800,100,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_062_vst_ABBY_2020"
"61","PSMEM","ABBY_070","NEON.PLA.D16.ABBY.02865",NA,"ok","single bole tree","Live",14.7,130,"noChange",9.9,NA,NA,NA,4.9,4.8,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-2759-254X","0000-0001-9521-413X",NA,"30f0f2aa-91b9-44e7-89c3-23fcbcfbe117","ABBY_070.basePlot.vst","2017-09-26","vst_ABBY_2017","D16","ABBY","ABBY_070",21,NA,31,6.6,126.9,"","","","NEON.DOC.000987vG","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","Eolsen@battelleecology.org","Kchilders@battelleecology.org",NA,1,4.85,2020-09-24,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_070_vst_ABBY_2020","8b88ad30-ba5a-4e07-ac8d-2be764c6c3e0","ABBY_070.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.761334,-122.330793,"WGS84",20.1,552040.56,5067748.36,"10N",363.1,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_070_vst_ABBY_2020"
"62","PSMEM","ABBY_073","NEON.PLA.D16.ABBY.03566",1,"ok","single bole tree","Live",13.4,130,"noChange",9.2,NA,NA,NA,4.2,4.1,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0001-9521-413X","0000-0002-2759-254X",NA,"81bc40d2-1418-4edb-9834-313d39ad72a4","ABBY_073.basePlot.vst","2019-10-28","vst_ABBY_2019","D16","ABBY","ABBY_073",39,NA,57,8.1,149.8,"map and tag","","","NEON.DOC.000987vH","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","0000-0001-8510-4041","0000-0003-2593-761X",NA,1,4.15,2020-09-25,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_073_vst_ABBY_2020","80f00bfb-76b5-448e-b0a5-bd28fb04583d","ABBY_073.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762944,-122.324601,"WGS84",20.1,552520.56,5067931.28,"10N",336.5,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","23 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,10,"noneSelected",800,40,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_073_vst_ABBY_2020"
"63","PSMEM","ABBY_061","NEON.PLA.D16.ABBY.03148",NA,"ok","single bole tree","Live",14.9,130,"noChange",10,NA,NA,NA,4.1,3.8,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0003-2593-761X","0000-0002-0205-7735",NA,"c702ef1b-a680-4796-a437-b3f9b5047845","ABBY_061.basePlot.vst","2017-10-10","vst_ABBY_2017","D16","ABBY","ABBY_061",39,NA,59,2.3,227.3,"","","","NEON.DOC.000987vG","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","Kchilders@battelleecology.org","Eolsen@battelleecology.org",NA,1,3.95,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_061_vst_ABBY_2020","11747686-bb34-4a45-8b5c-ce1766d6d657","ABBY_061.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762451,-122.331158,"WGS84",20.1,552011.14,5067872.22,"10N",362.8,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_061_vst_ABBY_2020"
"64","PSMEM","ABBY_062","NEON.PLA.D16.ABBY.01785",1,"ok","single bole tree","Live",14.1,130,"noChange",9.7,NA,NA,NA,4.8,4.5,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-4816-2610","0000-0003-2593-761X",NA,"fe42001a-1027-4116-bb30-ffd360802d00","ABBY_062.basePlot.vst","2017-09-15","vst_ABBY_2017","D16","ABBY","ABBY_062",39,NA,59,13.2,198.8,"","","","NEON.DOC.000987vE","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","Jbush@battelleecology.org","kwells@battelleecology.org",NA,1,4.65,2020-09-25,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_062_vst_ABBY_2020","d6adf231-ed45-4c9b-88de-dbdc6282aaa1","ABBY_062.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.763476,-122.328069,"WGS84",20.1,552250.39,5067988.12,"10N",342.2,0.2,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","39 | 41","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,25,"noneSelected",800,100,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_062_vst_ABBY_2020"
"65","PSMEM","ABBY_073","NEON.PLA.D16.ABBY.09084",1,"ok","single bole tree","Live",13.5,130,"noChange",9.7,NA,NA,NA,4.2,3.7,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0001-9713-5304","0000-0002-7203-5072",NA,"0158f43b-0da2-4258-83e6-6831ca0bc68a","ABBY_073.basePlot.vst","2020-09-25","vst_ABBY_2020","D16","ABBY","ABBY_073",23,NA,23,3.5,8.8,"map and tag","","","NEON.DOC.000987vJ","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","0000-0002-7203-5072","0000-0001-9713-5304",NA,1,3.95,2020-09-25,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_073_vst_ABBY_2020","80f00bfb-76b5-448e-b0a5-bd28fb04583d","ABBY_073.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762944,-122.324601,"WGS84",20.1,552520.56,5067931.28,"10N",336.5,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","23 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,10,"noneSelected",800,40,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_073_vst_ABBY_2020"
"66","PSMEM","ABBY_061","NEON.PLA.D16.ABBY.00727",NA,"ok","single bole tree","Live",11.6,130,"noChange",9.5,NA,NA,NA,4.6,4.4,"Mostly shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0002-7203-5072","0000-0001-9521-413X",NA,"21094605-aef6-4b10-be45-d910f154acb0","ABBY_061.basePlot.vst","2015-07-29","vst_ABBY_2015","D16","ABBY","ABBY_061",21,4,41,9.1,204.6,"","","","NEON.DOC.000987vE","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","krian@neoninc.org","lwade@field-ops.org",NA,1,4.5,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_061_vst_ABBY_2020","11747686-bb34-4a45-8b5c-ce1766d6d657","ABBY_061.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762451,-122.331158,"WGS84",20.1,552011.14,5067872.22,"10N",362.8,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_061_vst_ABBY_2020"
"67","PSMEM","ABBY_061","NEON.PLA.D16.ABBY.00653",1,"ok","multi-bole tree","Live",11.3,130,"boleChange",9.9,NA,NA,NA,4.4,4,"Partially shaded","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0000-0003-2593-761X","0000-0002-0205-7735",NA,"0e298355-eea9-41d0-a727-d1d832163282","ABBY_061.basePlot.vst","2019-10-22","vst_ABBY_2019","D16","ABBY","ABBY_061",39,NA,49,1,280.3,"map and tag","","","NEON.DOC.000987vH","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,NA,NA,"","","0000-0001-8510-4041","0000-0003-2593-761X",NA,1,4.2,2020-09-23,"Pseudotsuga menziesii var. menziesii","mh",NA,"PSMEM","","Douglas-fir","Pseudotsuga menziesii var. menziesii",5,"jenkins2003","USA",1,0.56,-2.48,2.4835,0.360458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBY_061_vst_ABBY_2020","11747686-bb34-4a45-8b5c-ce1766d6d657","ABBY_061.basePlot.vst",2020-08-26,"D16","ABBY","tower","evergreenForest",45.762451,-122.331158,"WGS84",20.1,552011.14,5067872.22,"10N",362.8,0.1,"OK","vst_ABBY_2020","towerSubset","allGrowthForms","21 | 39","NEON.DOC.000987vJ","Y","Y","Y","Y","presentInAll","Y","presentInAll","N",NA,100,"noneSelected",800,400,800,"Ferns present but not sampled AY20.",2021,"neon_abby2021","ABBY_061_vst_ABBY_2020"
